userId,amount,category,timestamp
u2,132.94,grocery,1755273856
u2,40.23,grocery,1756281612
u3,91.36,other,1755899268
u2,-131.38,fashion,1754735805
u2,160.92,apps,1756626675
u3,91.56,electronics,1756633048
u4,178.34,electronics,1756405939
u4,89.46,home,1756176475
u2,127.71,movies,1755292215
u2,57.50,travel,1756554308
u2,76.92,grocery,1756028828
u2,83.45,apps,1756738552
u2,176.19,apps,1755764129
u2,178.38,movies,1756579390
u4,97.90,movies,1755919731
u3,81.16,apps,1754824055
u2,181.43,electronics,1754640847
u2,92.61,travel,1755176513
u2,175.99,sports,1756056917
u2,4.37,sports,1755756586
u2,191.48,books,1755325927
u2,30.90,electronics,1756654205
u2,51.62,other,1754769131
u2,62.55,home,1756703812
u5,79.63,books,1755307330
u3,170.13,grocery,1756662439
u2,85.96,movies,1755719973
u2,98.30,travel,1756217032
u2,146.89,grocery,1756546006
u2,165.23,travel,1755318427
u2,176.39,apps,1756848662
u2,99.11,movies,1755776989
u2,176.12,grocery,1754331322
u2,48.65,other,1755296737
u3,98.42,grocery,1755218188
u2,132.96,other,1755730569
u3,66.49,grocery,1755343209
u3,63.45,sports,1755065320
u3,55.66,fashion,1756791867
u2,39.23,grocery,1754348088
u2,9.58,travel,1754818400
u3,20.97,travel,1756296618
u2,10.75,apps,1754562816
u2,126.07,grocery,1756649466
u2,50.01,apps,1756789083
u2,104.75,apps,1756757199
u2,124.39,electronics,1755160271
u2,MALFORMED_ONLY_ONE_FIELD
u2,118.97,grocery,1755474552
u2,137.63,fashion,1756762502
u4,85.32,other,1755402889
u2,33.60,electronics,1756676173
u2,94.01,apps,1755430629
u2,16.55,apps,1755640660
u2,46.17,home,1756751318
u9,134.62,books,1755023549
u3,183.26,other,1756351193
u2,81.97,grocery,1754963294
u3,58.00,fashion,1756596018
u2,50.85,fashion,1756447119
u2,173.94,books,1756463238
u3,125.27,grocery,1756592340
u2,176.23,books,1756842538
u3,62.49,apps,1755231208
u4,92.56,fashion,1756379084
u2,141.23,movies,1756269379
u2,77.03,movies,1754861303
u2,158.11,sports,1756418352
u2,145.35,other,1756342446
u2,97.13,fashion,1755870879
u2,38.14,other,1755268377
u2,63.98,home,1755887745
u3,164.24,movies,1754444017
u5,66.73,fashion,1754706967
u2,144.63,electronics,1754936183
u3,53.37,apps,1754625612
u3,171.94,travel,1756335346
u2,14.15,home,1755242892
u2,20.14,home,1756149668
u2,6.27,books,1755792250
u2,106.47,fashion,1755001709
u2,76.82,movies,1756734684
u2,51.17,books,1756240159
u3,32.02,travel,1756753200
u5,138.22,travel,1755902266
u2,76.58,travel,1755527033
u3,-79.46,home,1754494452
u3,166.65,fashion,1755253932
u2,127.51,electronics,1754862439
u4,129.44,apps,1756719654
u2,181.97,apps,1755130940
u2,194.31,home,1754978895
u3,96.63,electronics,1755709420
u2,15.52,grocery,1755955610
u3,73.47,books,1756539293
u2,149.93,apps,1755846819
u2,5.49,other,1756847616
u2,164.86,travel,1756001262
u2,7.92,grocery,1755273568
u2,91.00,electronics,1756554477
u3,31.33,grocery,1756341216
u4,56.31,grocery,1756153935
u3,20.32,movies,1755793133
u2,193.66,fashion,1754673252
u3,119.63,fashion,1755310347
u3,41.44,other,1756748214
u4,66.05,home,1754300639
u6,197.51,fashion,1754749810
u2,3.46,grocery,1755646741
u2,25.79,grocery,1754555327
u3,102.89,movies,1756868691
u3,173.46,apps,1754419401
u2,80.62,movies,1756149181
u2,121.86,grocery,1756743943
u2,198.93,apps,1756828090
u3,23.33,home,1756601213
u2,90.59,travel,1756190858
u3,62.85,grocery,1754928960
u2,18.70,apps,1755851740
u2,117.50,travel,1754801421
u4,188.26,home,1754504526
u2,70.65,grocery,1756311194
u2,169.15,fashion,1756696695
u2,112.41,other,1756623881
u4,165.98,grocery,1755584721
u2,36.69,electronics,1754580608
u3,6.62,grocery,1756049651
u2,62.67,sports,1756789489
u2,31.90,electronics,1755430028
u2,121.61,grocery,1756437682
u2,57.01,movies,1755582350
u2,-120.07,travel,1755174725
u3,58.24,movies,1756095044
u2,140.88,fashion,1755774230
u3,8.94,home,1755601817
u2,142.05,grocery,1754376224
u2,189.55,electronics,1755806466
u3,49.04,movies,1755948711
u3,44.70,books,1754767008
u2,155.36,sports,1754908202
u2,39.86,fashion,1754604800
u3,99.08,fashion,1756171591
u4,128.78,travel,1755614728
u2,88.72,grocery,1754524348
u2,92.62,travel,1755492834
u3,171.13,movies,1756229499
u5,147.91,home,1756686447
u2,95.39,books,1754722864
u3,196.49,other,1754452919
u2,88.16,grocery,1755852600
u2,155.01,books,1755692367
u2,135.84,electronics,1756816656
u2,116.76,travel,1755932736
u3,17.40,other,1755666476
u3,165.88,electronics,1756496599
u3,101.94,travel,1755187135
u3,38.81,grocery,1755529387
u2,154.29,home,1754447070
u4,123.80,grocery,1755047268
u3,161.90,apps,1756012011
u3,193.93,fashion,1756171686
u2,193.14,home,1755102508
u4,196.90,travel,1755890435
u2,32.83,other,1755337335
u2,74.56,electronics,1756452626
u2,152.74,home,1754906771
u2,182.15,home,1754400608
u2,75.11,grocery,1755230529
u4,167.92,fashion,1754865880
u4,94.75,fashion,1756256336
u2,16.31,fashion,1756590597
u2,84.94,grocery,1754799815
u2,158.88,grocery,1756385181
u2,MALFORMED_ONLY_ONE_FIELD
u2,114.35,electronics,1756484399
u2,105.45,sports,1756613027
u4,9.19,travel,1754356870
u2,48.60,grocery,1756729425
u2,9.34,fashion,1755023123
u3,196.17,grocery,1754854358
u3,91.81,books,1755125383
u2,62.36,fashion,1756274328
u3,38.63,fashion,1755680939
u3,87.67,apps,1755910451
u2,138.57,fashion,1755407453
u3,16.25,fashion,1756576631
u2,65.92,apps,1756076006
u2,89.70,home,1756867620
u2,196.02,books,1755992515
u3,136.04,grocery,1756837091
u2,25.68,other,1755807715
u2,121.22,sports,1755849083
u2,27.97,travel,1755457655
u2,147.27,apps,1756644572
u3,140.96,other,1756348988
u2,15.27,electronics,1754656967
u5,197.32,electronics,1756595601
u4,170.35,home,1755018936
u2,24.71,grocery,1756360824
u2,74.10,other,1756855443
u2,79.93,apps,1756011745
u3,15.21,other,1756176075
u2,26.10,other,1756754099
u5,86.81,books,1754809515
u2,32.81,grocery,1756465161
u3,50.50,other,1754813748
u2,19.14,other,1756724153
u3,144.27,fashion,1756652731
u3,16.70,fashion,1755398793
u3,83.61,movies,1756577063
u5,96.85,electronics,1755536274
u3,32.04,apps,1755715617
u2,143.81,home,1755961084
u2,112.55,apps,1755410603
u2,10.60,home,1756042530
u4,32.36,other,1755600367
u2,199.20,home,1756374868
u4,101.34,grocery,1755768895
u2,119.70,electronics,1755487261
u3,86.47,electronics,1755980116
u2,114.27,other,1754597160
u2,110.20,other,1756851646
u5,79.08,travel,1755822210
u2,102.07,books,1754863518
u3,104.11,home,1754875029
u2,32.92,electronics,1755543825
u2,102.19,other,1756280589
u2,134.92,other,1754400512
u2,131.29,other,1755243131
u2,34.52,other,1755883379
u3,6.80,grocery,1754368175
u2,82.89,movies,1756853470
u4,147.30,grocery,1755158400
u8,95.94,sports,1756216714
u2,71.18,electronics,1755397561
u2,49.68,grocery,1755537031
u3,138.20,apps,1756639601
u3,55.05,electronics,1755881298
u2,69.35,grocery,1754465185
u3,69.60,grocery,1756298150
u3,54.59,grocery,1754746875
u2,48.87,movies,1755265333
u2,143.61,fashion,1754310478
u5,32.01,home,1756283974
u2,192.80,other,1754663971
u2,147.87,books,1755023020
u3,186.82,fashion,1756366536
u3,174.52,books,1755540293
u2,196.61,sports,1756567513
u4,27.27,grocery,1754761220
u3,129.83,books,1755702696
u2,151.58,home,1755989495
u2,17.80,grocery,1754878514
u4,1.86,apps,1755408601
u2,144.72,electronics,1755279870
u2,61.71,movies,1755593082
u3,188.16,grocery,1754848974
u2,197.77,electronics,1756263542
u3,165.21,electronics,1756787772
u2,89.63,books,1756655041
u3,180.63,movies,1754978864
u2,23.69,other,1754670182
u2,11.60,apps,1756653960
u2,161.48,apps,1754301393
u2,9.54,books,1754541476
u2,186.79,apps,1754856775
u5,129.35,sports,1755892981
u4,75.81,sports,1756550735
u3,24.17,apps,1754822878
u2,1.19,travel,1756572315
u2,46.32,grocery,1755079290
u3,23.01,apps,1754354369
u2,118.99,electronics,1754492909
u2,88.07,fashion,1754525489
u7,47.22,other,1756710850
u3,64.47,grocery,1756475031
u2,12.66,home,1755023307
u2,99.38,sports,1755887424
u2,83.56,travel,1756544980
u3,60.50,fashion,1754530438
u5,111.68,grocery,1755141602
u2,90.23,movies,1755087683
u2,121.19,books,1756753250
u2,96.14,travel,1754353060
u2,148.42,fashion,1755306255
u3,79.63,travel,1755475982
u2,72.17,movies,1756374478
u3,144.62,travel,1755140724
u2,112.72,grocery,1755382511
u2,144.14,grocery,1755253514
u3,100.11,electronics,1755368052
u2,144.85,apps,1755765879
u3,97.92,movies,1754535086
u3,15.33,books,1754315521
u3,46.67,books,1756409943
u2,127.73,home,1756334955
u2,82.56,electronics,1756535794
u2,162.72,fashion,1755040645
u2,30.21,movies,1755775379
u2,74.92,other,1755236059
u3,16.58,other,1754421640
u2,110.76,books,1755007580
u3,129.16,sports,1754688722
u4,46.34,electronics,1756666011
u2,15.33,home,1756652277
u2,170.16,grocery,1754893529
u3,79.96,grocery,1755297359
u3,135.57,apps,1754875741
u3,16.15,travel,1754698469
u3,68.45,sports,1755952639
u2,127.01,apps,1755245627
u4,86.65,electronics,1754648173
u2,49.67,grocery,1755882581
u3,148.06,grocery,1754310536
u2,152.39,grocery,1756096405
u2,81.90,travel,1754679085
u3,172.81,apps,1754644001
u2,198.55,movies,1755885651
u2,54.05,grocery,1755446213
u2,15.85,grocery,1756368292
u2,21.84,sports,1755682165
u2,172.51,apps,1756781810
u2,189.48,travel,1755959083
u2,139.14,other,1755305547
u2,157.28,sports,1755126768
u2,136.50,sports,1756224929
u2,159.64,books,1756004810
u2,60.92,grocery,1756063473
u2,198.14,apps,1756413633
u4,83.95,sports,1756540692
u4,22.32,electronics,1754986420
u2,196.73,apps,1755679563
u2,2.60,movies,1756464741
u3,44.60,apps,1756757471
u2,199.54,travel,1754648847
u4,28.76,apps,1755156410
u2,19.98,apps,1754570495
u3,23.46,other,1754978097
u3,103.44,travel,1756077068
u2,81.31,other,1756101249
u3,176.68,apps,1754307410
u2,150.59,books,1754715525
u2,73.48,grocery,1756341790
u3,119.60,other,1755748047
u2,34.92,fashion,1756866080
u3,62.98,grocery,1755854505
u2,83.94,apps,1755067853
u2,183.87,grocery,1754988630
u2,63.26,books,1755794665
u2,39.43,other,1756364800
u2,142.17,grocery,1756660196
u3,58.77,movies,1754994265
u2,154.62,movies,1756690882
u3,164.74,fashion,1754463273
u2,44.10,electronics,1755326968
u9,90.22,fashion,1756130338
u2,162.47,electronics,1755759398
u2,85.92,fashion,1755156726
u2,106.69,grocery,1755516144
u2,171.67,electronics,1754688149
u3,82.61,grocery,1754820953
u2,29.68,grocery,1755935852
u2,54.11,apps,1754679213
u3,139.09,apps,1756335752
u2,154.94,electronics,1756211621
u3,170.10,apps,1756090799
u2,64.91,movies,1754836497
u2,69.08,books,1754706392
u3,MALFORMED_ONLY_ONE_FIELD
u5,40.86,grocery,1755554861
u4,55.17,grocery,1755848371
u3,10.83,electronics,1755270816
u2,19.49,books,1756778818
u3,2.35,fashion,1756060059
u2,46.17,fashion,1754721604
u4,27.86,fashion,1754847201
u3,14.15,other,1754977100
u3,125.80,apps,1756144238
u2,20.54,other,1755899492
u2,158.32,other,1755329633
u2,121.71,electronics,1755553955
u2,38.13,other,1755292615
u2,100.17,movies,1754339358
u4,26.83,other,1755821396
u2,94.47,books,1756752327
u2,8.45,fashion,1756413624
u3,153.54,apps,1756539261
u2,17.18,home,1754940444
u2,127.04,electronics,1754566052
u2,190.71,grocery,1756111102
u2,11.48,electronics,1755025458
u3,140.45,sports,1756482389
u3,52.22,electronics,1755416025
u2,180.03,apps,1756485949
u3,115.54,apps,1755799215
u3,33.79,fashion,1756695908
u2,-148.29,home,1754340285
u2,76.90,sports,1754437071
u4,148.26,travel,1756034652
u2,165.29,grocery,1754509669
u3,196.29,books,1756239492
u3,62.48,apps,1755836105
u2,61.13,apps,1756770477
u8,155.29,movies,1755316882
u4,5.27,other,1754328989
u2,131.63,electronics,1754724739
u6,84.25,sports,1754885903
u2,184.29,movies,1755851090
u3,116.36,other,1755942775
u2,87.28,grocery,1755383421
u4,78.89,travel,1756187750
u2,40.94,other,1754940585
u2,63.15,travel,1755159635
u2,170.57,fashion,1755564716
u3,8.55,travel,1754671320
u5,79.55,travel,1755018000
u2,90.71,grocery,1756226695
u3,24.73,fashion,1755221090
u3,74.76,other,1756731189
u4,15.46,grocery,1756148631
u2,169.53,grocery,1756222298
u4,86.91,movies,1755894029
u2,43.34,grocery,1754912151
u2,49.53,apps,1756598501
u2,76.91,other,1756494170
u7,108.96,apps,1755794971
u3,69.13,travel,1755423035
u2,44.19,fashion,1754534495
u2,71.81,grocery,1754958260
u3,53.67,home,1754523243
u4,115.35,apps,1755017347
u2,161.34,home,1754407052
u2,113.75,sports,1756353294
u2,8.07,other,1754372330
u2,183.62,grocery,1755033066
u3,65.06,other,1754882880
u3,172.20,travel,1755947994
u2,64.86,electronics,1756121104
u5,130.01,sports,1756862828
u2,118.00,travel,1755524040
u3,189.78,apps,1756668941
u2,184.25,grocery,1756660835
u2,66.57,travel,1755628904
u4,18.20,other,1755696981
u2,50.28,grocery,1754741875
u2,87.92,grocery,1756025268
u2,109.43,apps,1756713286
u3,32.95,fashion,1755525682
u2,21.39,home,1754963628
u2,179.68,other,1756862558
u3,86.55,other,1756109914
u2,41.51,electronics,1756554196
u2,47.89,other,1756347932
u2,85.81,electronics,1756806232
u2,41.79,sports,1756275045
u2,79.79,electronics,1754671001
u2,74.52,grocery,1754475882
u2,45.64,books,1754694346
u2,108.52,other,1756610720
u2,104.76,electronics,1756280303
u2,60.12,home,1754434407
u4,160.19,other,1754793244
u2,189.84,grocery,1755097097
u2,197.66,sports,1754908992
u2,182.21,books,1755916551
u2,171.40,home,1754340603
u2,104.75,apps,1754910340
u2,192.98,grocery,1754712330
u4,176.09,grocery,1756325436
u2,34.85,other,1755973681
u4,66.63,electronics,1755415270
u2,163.57,travel,1756350746
u3,194.51,travel,1756147286
u2,145.90,grocery,1756141439
u3,148.32,home,1754524490
u2,62.57,grocery,1756487761
u2,38.96,fashion,1755335184
u2,72.39,travel,1756235819
u3,25.21,travel,1756780345
u5,95.18,travel,1755373644
u3,57.37,grocery,1756688970
u2,44.66,grocery,1756006343
u3,193.44,apps,1754843711
u2,2.19,fashion,1755569936
u3,55.44,home,1756213923
u2,,apps,1754717874
u9,193.31,other,1756779208
u2,22.07,sports,1755652469
u2,142.36,travel,1754917595
u2,11.83,fashion,1755983657
u3,144.40,sports,1755376858
u2,147.48,sports,1755085307
u3,137.42,apps,1755792391
u3,168.21,grocery,1754698122
u3,145.17,home,1755696490
u2,45.05,apps,1755678390
u2,93.02,books,1756736435
u2,94.71,grocery,1755889582
u2,174.23,sports,1755726007
u2,181.37,travel,1755045217
u2,126.39,other,1754308515
u2,154.82,grocery,1754658018
u2,86.17,apps,1754308329
u2,74.93,travel,1756516063
u3,125.52,electronics,1755733053
u2,100.92,books,1754480502
u2,145.70,travel,1754849899
u4,72.17,sports,1755980693
u2,196.98,books,1756405332
u2,130.28,home,1755361603
u2,118.99,grocery,1754371548
u2,89.14,grocery,1754931007
u3,2.36,grocery,1756471081
u2,27.86,grocery,1756879559
u2,21.70,grocery,1755391822
u5,71.91,grocery,1756587806
u2,186.66,books,1754662050
u3,133.97,grocery,1756434993
u3,181.00,apps,1755530353
u2,162.73,home,1755799595
u2,,fashion,1754481218
u2,129.62,home,1755414117
u2,163.09,apps,1756203608
u2,170.21,other,1754988266
u3,12.20,grocery,1756033692
u2,114.00,other,1755792818
u3,176.05,home,1756314928
u2,82.55,grocery,1755606755
u4,105.20,electronics,1755228206
u3,67.99,electronics,1754688220
u3,96.64,other,1754912247
u2,197.56,other,1754946947
u2,99.42,fashion,1755633581
u5,10.54,other,1755980212
u2,89.12,grocery,1756379422
u2,99.73,grocery,1756018219
u2,165.27,sports,1755566322
u2,131.09,travel,1754516392
u3,66.73,other,1755812513
u2,151.98,travel,1755513413
u2,21.71,movies,1756005100
u2,37.91,apps,1756205735
u2,67.92,books,1756758398
u4,oops,movies,1756380984
u3,110.87,other,1756420848
u4,138.52,fashion,1754723082
u2,176.60,apps,1756843050
u3,55.08,sports,1756188118
u2,120.70,movies,1756586410
u3,187.13,grocery,1755507524
u4,26.97,sports,1755034546
u3,64.82,travel,1756303563
u4,142.17,home,1756528096
u3,161.76,books,1754898290
u2,53.76,sports,1755339675
u2,156.98,movies,1755793169
u2,173.67,home,1756642885
u2,159.47,electronics,1754485793
u2,191.36,travel,1756604524
u3,41.02,home,1756147090
u4,141.07,fashion,1756581416
u2,145.12,apps,1754601091
u2,103.01,apps,1756623289
u2,-169.28,apps,1754938048
u4,119.58,other,1755551880
u2,71.94,travel,1755211333
u2,157.36,movies,1755980799
u2,43.06,travel,1755204971
u2,95.23,fashion,1754325671
u2,48.45,home,1755311431
u3,64.53,sports,1755907226
u3,5.43,fashion,1756445914
u2,9.25,grocery,1756444176
u2,194.34,movies,1754563354
u2,43.03,fashion,1755151009
u3,195.26,other,1754591241
u2,92.12,grocery,1754516362
u2,14.55,home,1755998481
u2,oops,electronics,1756532003
u3,13.12,books,1754593208
u2,58.32,other,1755469515
u2,79.33,apps,1756526271
u3,159.46,travel,1754893042
u4,193.09,other,1754335513
u2,-25.09,other,1756541724
u2,42.41,electronics,1755176835
u3,102.75,grocery,1755348821
u2,160.03,home,1756590794
u2,58.49,grocery,1756723940
u2,26.08,grocery,1754581545
u2,90.40,travel,1756738932
u2,161.64,grocery,1755602464
u2,148.09,fashion,1754852065
u2,96.25,fashion,1756331252
u2,121.52,home,1754875955
u2,146.84,electronics,1754366887
u2,162.62,fashion,1755181128
u2,108.92,apps,1754912157
u2,154.54,travel,1756237843
u2,73.09,grocery,1756864199
u3,28.50,other,1756661935
u5,147.32,travel,1755206539
u2,53.24,electronics,1756460914
u2,94.20,books,1755647998
u5,126.90,electronics,1756715702
u2,130.91,electronics,1754615220
u2,181.49,travel,1755735916
u2,121.04,grocery,1754983347
u2,56.52,grocery,1756813802
u2,46.45,electronics,1756308373
u2,118.36,apps,1755310773
u2,32.65,books,1756689017
u2,184.53,apps,1756652675
u4,145.73,sports,1755197204
u6,173.53,fashion,1756808846
u2,153.61,movies,1754992221
u2,90.97,grocery,1755905490
u2,104.78,electronics,1754916051
u2,180.37,home,1756517724
u2,96.71,other,1754293780
u3,130.02,travel,1754470939
u2,187.72,fashion,1755758924
u3,152.43,grocery,1754850292
u3,182.06,other,1756569319
u2,141.98,other,1754782954
u2,41.48,apps,1754735788
u3,51.10,apps,1755822368
u6,79.79,other,1756627333
u2,111.20,travel,1755733081
u2,28.04,grocery,1755252476
u3,32.78,apps,1755708257
u2,137.07,apps,1754310936
u3,94.60,grocery,1755392233
u2,8.03,sports,1756863904
u2,192.72,fashion,1755023886
u2,40.74,fashion,1755488344
u3,102.35,other,1754439997
u3,195.14,grocery,1755964092
u2,117.42,electronics,1754576547
u2,145.36,other,1755746162
u2,oops,home,1756700079
u2,101.49,movies,1755714666
u3,191.36,fashion,1756700025
u2,75.73,grocery,1755713386
u2,92.41,books,1754776410
u2,157.84,electronics,1755613016
u2,107.36,grocery,1755493725
u3,164.30,sports,1756287564
u2,114.96,electronics,1755086366
u2,147.22,grocery,1755139210
u3,71.53,grocery,1754617946
u3,122.96,movies,1754466010
u2,63.43,home,1756698454
u2,196.89,travel,1755220270
u2,105.38,sports,1754425323
u2,137.42,sports,1756462255
u3,2.86,other,1755653724
u3,37.84,grocery,1756860206
u2,85.08,fashion,1755819994
u2,36.39,other,1755247424
u3,160.92,home,1755111094
u5,30.33,grocery,1756384211
u4,126.32,travel,1756329779
u2,113.78,electronics,1754540556
u2,167.87,electronics,1755378296
u2,186.40,books,1754797252
u3,121.31,other,1756547119
u3,71.34,movies,1756163306
u2,57.66,grocery,1754991608
u4,84.65,apps,1754587984
u2,63.04,electronics,1756827914
u2,89.26,travel,1756750465
u2,33.88,grocery,1755272843
u4,140.29,grocery,1754720798
u4,94.90,fashion,1756486489
u2,52.86,electronics,1755923879
u2,57.19,grocery,1755004327
u3,172.14,apps,1756556120
u2,27.46,movies,1756766870
u2,127.35,movies,1756527598
u2,108.16,apps,1755822952
u2,2.61,fashion,1754860431
u2,2.16,sports,1756289710
u3,159.69,fashion,1756588114
u2,112.33,grocery,1755923363
u2,16.30,movies,1756860761
u3,57.29,fashion,1756020590
u2,27.76,apps,1756187789
u2,37.96,books,1756532575
u5,56.78,apps,1754323156
u2,98.97,travel,1756379169
u2,158.39,fashion,1754901482
u3,14.74,grocery,1755337655
u3,24.83,grocery,1756146658
u7,40.24,grocery,1755163036
u3,62.77,other,1754465686
u2,24.87,travel,1755800484
u3,43.95,other,1755649854
u3,117.15,grocery,1754464878
u3,137.84,fashion,1755331962
u2,123.92,sports,1754540623
u3,140.41,grocery,1755264654
u2,129.11,home,1755098101
u2,145.02,books,1756123754
u2,98.27,movies,1755646361
u2,166.35,other,1754577635
u2,163.97,apps,1756410886
u2,4.23,fashion,1755290289
u2,193.45,grocery,1756375618
u2,56.98,travel,1754692474
u2,167.12,home,1755136326
u2,6.85,apps,1756343575
u3,51.56,other,1754586012
u4,131.32,fashion,1756251928
u2,111.82,apps,1755836732
u2,123.58,electronics,1755563414
u2,104.14,grocery,1755904941
u2,50.13,grocery,1756629761
u2,127.91,apps,1756080028
u2,36.49,travel,1754952186
u2,186.74,other,1755650444
u2,126.83,travel,1755298409
u2,153.26,grocery,1756186263
u2,145.40,other,1756459757
u4,1.81,grocery,1755609551
u3,138.10,other,1756622134
u2,19.31,grocery,1755400186
u2,46.98,grocery,1755965621
u2,15.90,movies,1756336725
u3,115.46,other,1755548686
u3,76.62,home,1755691277
u3,83.60,home,1755239668
u3,185.77,other,1754515775
u2,108.22,movies,1755214836
u3,199.47,fashion,1756701539
u2,58.31,grocery,1754634965
u3,109.86,apps,1756111133
u2,27.41,movies,1756685080
u2,147.27,books,1756092572
u4,18.37,apps,1755749655
u2,131.25,grocery,1755755562
u6,88.72,books,1755268072
u2,151.67,grocery,1754517495
u2,29.96,travel,1755728530
u2,90.29,grocery,1756545304
u2,150.20,other,1754881600
u3,75.63,movies,1755360207
u2,157.94,books,1754323702
u3,132.76,travel,1754741275
u4,130.06,apps,1754706514
u2,119.62,grocery,1756209679
u3,8.43,travel,1756343673
u2,69.68,other,1755279460
u5,55.54,grocery,1755912657
u3,6.38,travel,1754925056
u2,27.88,movies,1756857540
u3,83.76,apps,1755598974
u2,108.68,grocery,1756559348
u2,28.05,home,1754856036
u4,154.12,other,1754951647
u2,189.75,travel,1754899112
u3,176.09,apps,1756146841
u3,127.55,grocery,1755076996
u2,152.61,grocery,1756667097
u2,46.57,books,1756287760
u3,94.02,grocery,1755913872
u2,39.06,fashion,1754351720
u4,44.90,grocery,1755146741
u4,197.13,movies,1755651457
u4,85.80,other,1755884150
u2,187.86,movies,1754450276
u2,165.49,sports,1756464342
u6,8.33,fashion,1754495506
u2,176.94,travel,1754987041
u2,11.38,grocery,1756183305
u2,36.36,home,1756580543
u2,90.45,other,1755135710
u2,65.15,electronics,1754976586
u2,23.28,travel,1756485795
u3,195.05,grocery,1756597063
u3,182.49,electronics,1754918267
u2,153.95,travel,1756160488
u2,179.76,books,1755350370
u2,99.98,other,1756358495
u2,oops,books,1756805756
u4,55.98,fashion,1755159641
u2,130.83,home,1756713442
u2,184.12,apps,1755036373
u2,132.35,other,1756646688
u2,116.00,grocery,1755544078
u4,164.14,fashion,1754561064
u2,139.08,movies,1756489271
u2,12.11,sports,1756507308
u2,137.89,sports,1755493296
u3,52.30,other,1754832802
u2,145.97,fashion,1756844779
u2,39.11,apps,1754783362
u2,123.25,books,1755755284
u3,2.75,travel,1754573271
u2,-65.12,electronics,1755720520
u2,192.04,grocery,1755706155
u2,95.16,grocery,1754940483
u4,107.63,fashion,1756024990
u2,104.45,electronics,1756617327
u2,137.26,home,1755771833
u2,168.23,travel,1756529650
u2,78.22,home,1755581771
u2,6.81,movies,1755285489
u3,60.87,grocery,1755858320
u3,182.71,books,1756313182
u2,68.35,home,1755590484
u2,174.42,sports,1754845402
u2,77.82,grocery,1755593096
u3,119.06,apps,1754482270
u3,149.24,fashion,1755168902
u2,55.69,apps,1754782209
u2,23.33,other,1754718139
u2,64.04,electronics,1755476856
u2,62.62,movies,1754501507
u2,135.26,books,1756077472
u3,178.31,electronics,1756158718
u2,163.58,electronics,1756526343
u4,153.00,grocery,1756252837
u2,129.06,apps,1755227407
u4,51.98,grocery,1755674241
u4,90.93,apps,1755762795
u3,56.81,other,1756419241
u3,159.45,other,1755555921
u2,82.98,movies,1756311971
u2,162.88,fashion,1756114751
u2,138.98,electronics,1756697066
u2,119.42,grocery,1756156118
u5,14.39,fashion,1755878013
u3,12.77,grocery,1756724663
u3,0.54,grocery,1756516994
u2,89.71,home,1755545927
u4,61.26,apps,1755732696
u2,122.49,fashion,1755522645
u4,-193.60,other,1755795527
u2,6.72,other,1755623068
u2,87.32,grocery,1754872043
u2,184.93,grocery,1754815337
u2,3.63,movies,1756120545
u2,27.88,home,1756823907
u2,91.15,fashion,1755902356
u2,121.11,fashion,1755281747
u2,185.35,books,1754447563
u3,23.08,electronics,1754884704
u2,171.94,grocery,1756456989
u4,18.15,electronics,1754616245
u2,116.14,home,1756532838
